"","Var1","Var2","Freq","Host","Site"
"394","D9-Q1r-2-2621906","OTU1266",0,"Quercus","native"
"395","D10-QM3r-2-2621914","OTU1266",0,"Quercus","mixed"
"396","E8-J4r-2-2621849","OTU1266",1,"Juniperus","perturbated"
"397","E9-JM5r-2-2621907","OTU1266",1,"Juniperus","mixed"
"398","E10-QM2r-2-2621915","OTU1266",1,"Quercus","mixed"
"399","F8-J3r-2-2621850","OTU1266",0,"Juniperus","perturbated"
"400","F10-QM1r-2-2621916","OTU1266",0,"Quercus","mixed"
"401","G8-J2r-2-2621901","OTU1266",0,"Juniperus","perturbated"
"402","G10-Q6r-2-2621917","OTU1266",0,"Quercus","native"
"403","H8-J1r-2-2621902","OTU1266",1,"Juniperus","perturbated"
"404","H10-Q5r-2-2621918","OTU1266",0,"Quercus","native"
"405","A3-J6r-2-2621805","OTU1266",0,"Juniperus","perturbated"
"406","B3-JM3r-2-2621806","OTU1266",0,"Juniperus","mixed"
"407","C3-JM4r-2-2621807","OTU1266",0,"Juniperus","mixed"
"408","D3-JM6r-2-2621808","OTU1266",0,"Juniperus","mixed"
"409","A8-JM2r-2-2621845","OTU1271",0,"Juniperus","mixed"
"410","A9-Q4r-2-2621903","OTU1271",0,"Quercus","native"
"411","A10-QM6r-2-2621911","OTU1271",0,"Quercus","mixed"
"412","B8-JM1r-2-2621846","OTU1271",0,"Juniperus","mixed"
"413","B9-Q3r-2-2621904","OTU1271",0,"Quercus","native"
"414","B10-QM5r-2-2621912","OTU1271",0,"Quercus","mixed"
"415","C9-Q2r-2-2621905","OTU1271",0,"Quercus","native"
"416","C10-QM4r-2-2621913","OTU1271",0,"Quercus","mixed"
"417","D8-J5r-2-2621848","OTU1271",0,"Juniperus","perturbated"
"418","D9-Q1r-2-2621906","OTU1271",0,"Quercus","native"
"419","D10-QM3r-2-2621914","OTU1271",0,"Quercus","mixed"
"420","E8-J4r-2-2621849","OTU1271",1,"Juniperus","perturbated"
"421","E9-JM5r-2-2621907","OTU1271",0,"Juniperus","mixed"
"422","E10-QM2r-2-2621915","OTU1271",0,"Quercus","mixed"
"423","F8-J3r-2-2621850","OTU1271",0,"Juniperus","perturbated"
"424","F10-QM1r-2-2621916","OTU1271",0,"Quercus","mixed"
"425","G8-J2r-2-2621901","OTU1271",0,"Juniperus","perturbated"
"426","G10-Q6r-2-2621917","OTU1271",0,"Quercus","native"
"427","H8-J1r-2-2621902","OTU1271",0,"Juniperus","perturbated"
"428","H10-Q5r-2-2621918","OTU1271",0,"Quercus","native"
"429","A3-J6r-2-2621805","OTU1271",0,"Juniperus","perturbated"
"430","B3-JM3r-2-2621806","OTU1271",0,"Juniperus","mixed"
"431","C3-JM4r-2-2621807","OTU1271",0,"Juniperus","mixed"
"432","D3-JM6r-2-2621808","OTU1271",0,"Juniperus","mixed"
"433","A8-JM2r-2-2621845","OTU1281",0,"Juniperus","mixed"
"434","A9-Q4r-2-2621903","OTU1281",0,"Quercus","native"
"435","A10-QM6r-2-2621911","OTU1281",0,"Quercus","mixed"
"436","B8-JM1r-2-2621846","OTU1281",0,"Juniperus","mixed"
"437","B9-Q3r-2-2621904","OTU1281",0,"Quercus","native"
"438","B10-QM5r-2-2621912","OTU1281",0,"Quercus","mixed"
"439","C9-Q2r-2-2621905","OTU1281",0,"Quercus","native"
"440","C10-QM4r-2-2621913","OTU1281",0,"Quercus","mixed"
"441","D8-J5r-2-2621848","OTU1281",0,"Juniperus","perturbated"
"442","D9-Q1r-2-2621906","OTU1281",0,"Quercus","native"
"443","D10-QM3r-2-2621914","OTU1281",0,"Quercus","mixed"
"444","E8-J4r-2-2621849","OTU1281",1,"Juniperus","perturbated"
"445","E9-JM5r-2-2621907","OTU1281",0,"Juniperus","mixed"
"446","E10-QM2r-2-2621915","OTU1281",1,"Quercus","mixed"
"447","F8-J3r-2-2621850","OTU1281",0,"Juniperus","perturbated"
"448","F10-QM1r-2-2621916","OTU1281",0,"Quercus","mixed"
"449","G8-J2r-2-2621901","OTU1281",0,"Juniperus","perturbated"
"450","G10-Q6r-2-2621917","OTU1281",0,"Quercus","native"
"451","H8-J1r-2-2621902","OTU1281",0,"Juniperus","perturbated"
"452","H10-Q5r-2-2621918","OTU1281",0,"Quercus","native"
"453","A3-J6r-2-2621805","OTU1281",0,"Juniperus","perturbated"
"454","B3-JM3r-2-2621806","OTU1281",0,"Juniperus","mixed"
"455","C3-JM4r-2-2621807","OTU1281",0,"Juniperus","mixed"
"456","D3-JM6r-2-2621808","OTU1281",0,"Juniperus","mixed"
"457","A8-JM2r-2-2621845","OTU1285",0,"Juniperus","mixed"
"458","A9-Q4r-2-2621903","OTU1285",0,"Quercus","native"
"459","A10-QM6r-2-2621911","OTU1285",0,"Quercus","mixed"
"460","B8-JM1r-2-2621846","OTU1285",0,"Juniperus","mixed"
"461","B9-Q3r-2-2621904","OTU1285",0,"Quercus","native"
"462","B10-QM5r-2-2621912","OTU1285",0,"Quercus","mixed"
"463","C9-Q2r-2-2621905","OTU1285",0,"Quercus","native"
"464","C10-QM4r-2-2621913","OTU1285",0,"Quercus","mixed"
"465","D8-J5r-2-2621848","OTU1285",1,"Juniperus","perturbated"
"466","D9-Q1r-2-2621906","OTU1285",0,"Quercus","native"
"467","D10-QM3r-2-2621914","OTU1285",0,"Quercus","mixed"
"468","E8-J4r-2-2621849","OTU1285",0,"Juniperus","perturbated"
"469","E9-JM5r-2-2621907","OTU1285",0,"Juniperus","mixed"
"470","E10-QM2r-2-2621915","OTU1285",0,"Quercus","mixed"
"471","F8-J3r-2-2621850","OTU1285",0,"Juniperus","perturbated"
"472","F10-QM1r-2-2621916","OTU1285",0,"Quercus","mixed"
"473","G8-J2r-2-2621901","OTU1285",1,"Juniperus","perturbated"
"474","G10-Q6r-2-2621917","OTU1285",0,"Quercus","native"
"475","H8-J1r-2-2621902","OTU1285",0,"Juniperus","perturbated"
"476","H10-Q5r-2-2621918","OTU1285",0,"Quercus","native"
"477","A3-J6r-2-2621805","OTU1285",0,"Juniperus","perturbated"
"478","B3-JM3r-2-2621806","OTU1285",0,"Juniperus","mixed"
"479","C3-JM4r-2-2621807","OTU1285",1,"Juniperus","mixed"
"480","D3-JM6r-2-2621808","OTU1285",0,"Juniperus","mixed"
"481","A8-JM2r-2-2621845","OTU1300",0,"Juniperus","mixed"
"482","A9-Q4r-2-2621903","OTU1300",0,"Quercus","native"
"483","A10-QM6r-2-2621911","OTU1300",0,"Quercus","mixed"
"484","B8-JM1r-2-2621846","OTU1300",0,"Juniperus","mixed"
"485","B9-Q3r-2-2621904","OTU1300",0,"Quercus","native"
"486","B10-QM5r-2-2621912","OTU1300",0,"Quercus","mixed"
"487","C9-Q2r-2-2621905","OTU1300",0,"Quercus","native"
"488","C10-QM4r-2-2621913","OTU1300",0,"Quercus","mixed"
"489","D8-J5r-2-2621848","OTU1300",0,"Juniperus","perturbated"
"490","D9-Q1r-2-2621906","OTU1300",0,"Quercus","native"
"491","D10-QM3r-2-2621914","OTU1300",0,"Quercus","mixed"
"492","E8-J4r-2-2621849","OTU1300",1,"Juniperus","perturbated"
"493","E9-JM5r-2-2621907","OTU1300",0,"Juniperus","mixed"
"494","E10-QM2r-2-2621915","OTU1300",0,"Quercus","mixed"
"495","F8-J3r-2-2621850","OTU1300",0,"Juniperus","perturbated"
"496","F10-QM1r-2-2621916","OTU1300",0,"Quercus","mixed"
"497","G8-J2r-2-2621901","OTU1300",0,"Juniperus","perturbated"
"498","G10-Q6r-2-2621917","OTU1300",0,"Quercus","native"
"499","H8-J1r-2-2621902","OTU1300",0,"Juniperus","perturbated"
"500","H10-Q5r-2-2621918","OTU1300",0,"Quercus","native"
"501","A3-J6r-2-2621805","OTU1300",0,"Juniperus","perturbated"
"502","B3-JM3r-2-2621806","OTU1300",0,"Juniperus","mixed"
"503","C3-JM4r-2-2621807","OTU1300",0,"Juniperus","mixed"
"504","D3-JM6r-2-2621808","OTU1300",0,"Juniperus","mixed"
"505","A8-JM2r-2-2621845","OTU1308",0,"Juniperus","mixed"
"506","A9-Q4r-2-2621903","OTU1308",0,"Quercus","native"
"507","A10-QM6r-2-2621911","OTU1308",0,"Quercus","mixed"
"508","B8-JM1r-2-2621846","OTU1308",0,"Juniperus","mixed"
"509","B9-Q3r-2-2621904","OTU1308",1,"Quercus","native"
"510","B10-QM5r-2-2621912","OTU1308",0,"Quercus","mixed"
"511","C9-Q2r-2-2621905","OTU1308",0,"Quercus","native"
"512","C10-QM4r-2-2621913","OTU1308",0,"Quercus","mixed"
"513","D8-J5r-2-2621848","OTU1308",0,"Juniperus","perturbated"
"514","D9-Q1r-2-2621906","OTU1308",0,"Quercus","native"
"515","D10-QM3r-2-2621914","OTU1308",0,"Quercus","mixed"
"516","E8-J4r-2-2621849","OTU1308",1,"Juniperus","perturbated"
"517","E9-JM5r-2-2621907","OTU1308",1,"Juniperus","mixed"
"518","E10-QM2r-2-2621915","OTU1308",0,"Quercus","mixed"
"519","F8-J3r-2-2621850","OTU1308",0,"Juniperus","perturbated"
"520","F10-QM1r-2-2621916","OTU1308",0,"Quercus","mixed"
"521","G8-J2r-2-2621901","OTU1308",0,"Juniperus","perturbated"
"522","G10-Q6r-2-2621917","OTU1308",0,"Quercus","native"
"523","H8-J1r-2-2621902","OTU1308",0,"Juniperus","perturbated"
"524","H10-Q5r-2-2621918","OTU1308",0,"Quercus","native"
"525","A3-J6r-2-2621805","OTU1308",0,"Juniperus","perturbated"
"526","B3-JM3r-2-2621806","OTU1308",0,"Juniperus","mixed"
"527","C3-JM4r-2-2621807","OTU1308",0,"Juniperus","mixed"
"528","D3-JM6r-2-2621808","OTU1308",0,"Juniperus","mixed"
"529","A8-JM2r-2-2621845","OTU1369",0,"Juniperus","mixed"
"530","A9-Q4r-2-2621903","OTU1369",0,"Quercus","native"
"531","A10-QM6r-2-2621911","OTU1369",0,"Quercus","mixed"
"532","B8-JM1r-2-2621846","OTU1369",0,"Juniperus","mixed"
"533","B9-Q3r-2-2621904","OTU1369",0,"Quercus","native"
"534","B10-QM5r-2-2621912","OTU1369",0,"Quercus","mixed"
"535","C9-Q2r-2-2621905","OTU1369",0,"Quercus","native"
"536","C10-QM4r-2-2621913","OTU1369",0,"Quercus","mixed"
"537","D8-J5r-2-2621848","OTU1369",0,"Juniperus","perturbated"
"538","D9-Q1r-2-2621906","OTU1369",0,"Quercus","native"
"539","D10-QM3r-2-2621914","OTU1369",0,"Quercus","mixed"
"540","E8-J4r-2-2621849","OTU1369",0,"Juniperus","perturbated"
"541","E9-JM5r-2-2621907","OTU1369",0,"Juniperus","mixed"
"542","E10-QM2r-2-2621915","OTU1369",0,"Quercus","mixed"
"543","F8-J3r-2-2621850","OTU1369",0,"Juniperus","perturbated"
"544","F10-QM1r-2-2621916","OTU1369",0,"Quercus","mixed"
"545","G8-J2r-2-2621901","OTU1369",0,"Juniperus","perturbated"
"546","G10-Q6r-2-2621917","OTU1369",0,"Quercus","native"
"547","H8-J1r-2-2621902","OTU1369",0,"Juniperus","perturbated"
"548","H10-Q5r-2-2621918","OTU1369",0,"Quercus","native"
"549","A3-J6r-2-2621805","OTU1369",0,"Juniperus","perturbated"
"550","B3-JM3r-2-2621806","OTU1369",0,"Juniperus","mixed"
"551","C3-JM4r-2-2621807","OTU1369",0,"Juniperus","mixed"
"552","D3-JM6r-2-2621808","OTU1369",1,"Juniperus","mixed"
"553","A8-JM2r-2-2621845","OTU1451",0,"Juniperus","mixed"
"554","A9-Q4r-2-2621903","OTU1451",0,"Quercus","native"
"555","A10-QM6r-2-2621911","OTU1451",0,"Quercus","mixed"
"556","B8-JM1r-2-2621846","OTU1451",0,"Juniperus","mixed"
"557","B9-Q3r-2-2621904","OTU1451",0,"Quercus","native"
"558","B10-QM5r-2-2621912","OTU1451",0,"Quercus","mixed"
"559","C9-Q2r-2-2621905","OTU1451",0,"Quercus","native"
"560","C10-QM4r-2-2621913","OTU1451",0,"Quercus","mixed"
"561","D8-J5r-2-2621848","OTU1451",0,"Juniperus","perturbated"
"562","D9-Q1r-2-2621906","OTU1451",0,"Quercus","native"
"563","D10-QM3r-2-2621914","OTU1451",0,"Quercus","mixed"
"564","E8-J4r-2-2621849","OTU1451",0,"Juniperus","perturbated"
"565","E9-JM5r-2-2621907","OTU1451",0,"Juniperus","mixed"
"566","E10-QM2r-2-2621915","OTU1451",0,"Quercus","mixed"
"567","F8-J3r-2-2621850","OTU1451",0,"Juniperus","perturbated"
"568","F10-QM1r-2-2621916","OTU1451",0,"Quercus","mixed"
"569","G8-J2r-2-2621901","OTU1451",0,"Juniperus","perturbated"
"570","G10-Q6r-2-2621917","OTU1451",0,"Quercus","native"
"571","H8-J1r-2-2621902","OTU1451",0,"Juniperus","perturbated"
"572","H10-Q5r-2-2621918","OTU1451",0,"Quercus","native"
"573","A3-J6r-2-2621805","OTU1451",0,"Juniperus","perturbated"
"574","B3-JM3r-2-2621806","OTU1451",0,"Juniperus","mixed"
"575","C3-JM4r-2-2621807","OTU1451",1,"Juniperus","mixed"
"576","D3-JM6r-2-2621808","OTU1451",0,"Juniperus","mixed"
"577","A8-JM2r-2-2621845","OTU1484",0,"Juniperus","mixed"
"578","A9-Q4r-2-2621903","OTU1484",0,"Quercus","native"
"579","A10-QM6r-2-2621911","OTU1484",0,"Quercus","mixed"
"580","B8-JM1r-2-2621846","OTU1484",0,"Juniperus","mixed"
"581","B9-Q3r-2-2621904","OTU1484",0,"Quercus","native"
"582","B10-QM5r-2-2621912","OTU1484",0,"Quercus","mixed"
"583","C9-Q2r-2-2621905","OTU1484",0,"Quercus","native"
"584","C10-QM4r-2-2621913","OTU1484",0,"Quercus","mixed"
"585","D8-J5r-2-2621848","OTU1484",0,"Juniperus","perturbated"
"586","D9-Q1r-2-2621906","OTU1484",0,"Quercus","native"
"587","D10-QM3r-2-2621914","OTU1484",1,"Quercus","mixed"
"588","E8-J4r-2-2621849","OTU1484",0,"Juniperus","perturbated"
"589","E9-JM5r-2-2621907","OTU1484",0,"Juniperus","mixed"
"590","E10-QM2r-2-2621915","OTU1484",0,"Quercus","mixed"
"591","F8-J3r-2-2621850","OTU1484",0,"Juniperus","perturbated"
"592","F10-QM1r-2-2621916","OTU1484",0,"Quercus","mixed"
"593","G8-J2r-2-2621901","OTU1484",0,"Juniperus","perturbated"
"594","G10-Q6r-2-2621917","OTU1484",0,"Quercus","native"
"595","H8-J1r-2-2621902","OTU1484",0,"Juniperus","perturbated"
"596","H10-Q5r-2-2621918","OTU1484",0,"Quercus","native"
"597","A3-J6r-2-2621805","OTU1484",0,"Juniperus","perturbated"
"598","B3-JM3r-2-2621806","OTU1484",0,"Juniperus","mixed"
"599","C3-JM4r-2-2621807","OTU1484",0,"Juniperus","mixed"
"600","D3-JM6r-2-2621808","OTU1484",1,"Juniperus","mixed"
"601","A8-JM2r-2-2621845","OTU1512",0,"Juniperus","mixed"
"602","A9-Q4r-2-2621903","OTU1512",0,"Quercus","native"
"603","A10-QM6r-2-2621911","OTU1512",0,"Quercus","mixed"
"604","B8-JM1r-2-2621846","OTU1512",0,"Juniperus","mixed"
"605","B9-Q3r-2-2621904","OTU1512",0,"Quercus","native"
"606","B10-QM5r-2-2621912","OTU1512",0,"Quercus","mixed"
"607","C9-Q2r-2-2621905","OTU1512",0,"Quercus","native"
"608","C10-QM4r-2-2621913","OTU1512",1,"Quercus","mixed"
"609","D8-J5r-2-2621848","OTU1512",0,"Juniperus","perturbated"
"610","D9-Q1r-2-2621906","OTU1512",0,"Quercus","native"
"611","D10-QM3r-2-2621914","OTU1512",0,"Quercus","mixed"
"612","E8-J4r-2-2621849","OTU1512",0,"Juniperus","perturbated"
"613","E9-JM5r-2-2621907","OTU1512",0,"Juniperus","mixed"
"614","E10-QM2r-2-2621915","OTU1512",1,"Quercus","mixed"
"615","F8-J3r-2-2621850","OTU1512",0,"Juniperus","perturbated"
"616","F10-QM1r-2-2621916","OTU1512",1,"Quercus","mixed"
"617","G8-J2r-2-2621901","OTU1512",1,"Juniperus","perturbated"
"618","G10-Q6r-2-2621917","OTU1512",0,"Quercus","native"
"619","H8-J1r-2-2621902","OTU1512",1,"Juniperus","perturbated"
"620","H10-Q5r-2-2621918","OTU1512",0,"Quercus","native"
"621","A3-J6r-2-2621805","OTU1512",0,"Juniperus","perturbated"
"622","B3-JM3r-2-2621806","OTU1512",0,"Juniperus","mixed"
"623","C3-JM4r-2-2621807","OTU1512",0,"Juniperus","mixed"
"624","D3-JM6r-2-2621808","OTU1512",0,"Juniperus","mixed"
"625","A8-JM2r-2-2621845","OTU1518",0,"Juniperus","mixed"
"626","A9-Q4r-2-2621903","OTU1518",0,"Quercus","native"
"627","A10-QM6r-2-2621911","OTU1518",0,"Quercus","mixed"
"628","B8-JM1r-2-2621846","OTU1518",0,"Juniperus","mixed"
"629","B9-Q3r-2-2621904","OTU1518",0,"Quercus","native"
"630","B10-QM5r-2-2621912","OTU1518",0,"Quercus","mixed"
"631","C9-Q2r-2-2621905","OTU1518",0,"Quercus","native"
"632","C10-QM4r-2-2621913","OTU1518",0,"Quercus","mixed"
"633","D8-J5r-2-2621848","OTU1518",0,"Juniperus","perturbated"
"634","D9-Q1r-2-2621906","OTU1518",0,"Quercus","native"
"635","D10-QM3r-2-2621914","OTU1518",0,"Quercus","mixed"
"636","E8-J4r-2-2621849","OTU1518",1,"Juniperus","perturbated"
"637","E9-JM5r-2-2621907","OTU1518",0,"Juniperus","mixed"
"638","E10-QM2r-2-2621915","OTU1518",0,"Quercus","mixed"
"639","F8-J3r-2-2621850","OTU1518",0,"Juniperus","perturbated"
"640","F10-QM1r-2-2621916","OTU1518",0,"Quercus","mixed"
"641","G8-J2r-2-2621901","OTU1518",0,"Juniperus","perturbated"
"642","G10-Q6r-2-2621917","OTU1518",0,"Quercus","native"
"643","H8-J1r-2-2621902","OTU1518",0,"Juniperus","perturbated"
"644","H10-Q5r-2-2621918","OTU1518",0,"Quercus","native"
"645","A3-J6r-2-2621805","OTU1518",0,"Juniperus","perturbated"
"646","B3-JM3r-2-2621806","OTU1518",0,"Juniperus","mixed"
"647","C3-JM4r-2-2621807","OTU1518",0,"Juniperus","mixed"
"648","D3-JM6r-2-2621808","OTU1518",1,"Juniperus","mixed"
"649","A8-JM2r-2-2621845","OTU1533",0,"Juniperus","mixed"
"650","A9-Q4r-2-2621903","OTU1533",0,"Quercus","native"
"651","A10-QM6r-2-2621911","OTU1533",0,"Quercus","mixed"
"652","B8-JM1r-2-2621846","OTU1533",0,"Juniperus","mixed"
"653","B9-Q3r-2-2621904","OTU1533",0,"Quercus","native"
"654","B10-QM5r-2-2621912","OTU1533",0,"Quercus","mixed"
"655","C9-Q2r-2-2621905","OTU1533",0,"Quercus","native"
"656","C10-QM4r-2-2621913","OTU1533",0,"Quercus","mixed"
"657","D8-J5r-2-2621848","OTU1533",0,"Juniperus","perturbated"
"658","D9-Q1r-2-2621906","OTU1533",1,"Quercus","native"
"659","D10-QM3r-2-2621914","OTU1533",0,"Quercus","mixed"
"660","E8-J4r-2-2621849","OTU1533",0,"Juniperus","perturbated"
"661","E9-JM5r-2-2621907","OTU1533",1,"Juniperus","mixed"
"662","E10-QM2r-2-2621915","OTU1533",0,"Quercus","mixed"
"663","F8-J3r-2-2621850","OTU1533",1,"Juniperus","perturbated"
"664","F10-QM1r-2-2621916","OTU1533",0,"Quercus","mixed"
"665","G8-J2r-2-2621901","OTU1533",0,"Juniperus","perturbated"
"666","G10-Q6r-2-2621917","OTU1533",0,"Quercus","native"
"667","H8-J1r-2-2621902","OTU1533",1,"Juniperus","perturbated"
"668","H10-Q5r-2-2621918","OTU1533",0,"Quercus","native"
"669","A3-J6r-2-2621805","OTU1533",0,"Juniperus","perturbated"
"670","B3-JM3r-2-2621806","OTU1533",0,"Juniperus","mixed"
"671","C3-JM4r-2-2621807","OTU1533",0,"Juniperus","mixed"
"672","D3-JM6r-2-2621808","OTU1533",0,"Juniperus","mixed"
"673","A8-JM2r-2-2621845","OTU1578",0,"Juniperus","mixed"
"674","A9-Q4r-2-2621903","OTU1578",0,"Quercus","native"
"675","A10-QM6r-2-2621911","OTU1578",0,"Quercus","mixed"
"676","B8-JM1r-2-2621846","OTU1578",0,"Juniperus","mixed"
"677","B9-Q3r-2-2621904","OTU1578",0,"Quercus","native"
"678","B10-QM5r-2-2621912","OTU1578",0,"Quercus","mixed"
"679","C9-Q2r-2-2621905","OTU1578",0,"Quercus","native"
"680","C10-QM4r-2-2621913","OTU1578",0,"Quercus","mixed"
"681","D8-J5r-2-2621848","OTU1578",0,"Juniperus","perturbated"
"682","D9-Q1r-2-2621906","OTU1578",1,"Quercus","native"
"683","D10-QM3r-2-2621914","OTU1578",0,"Quercus","mixed"
"684","E8-J4r-2-2621849","OTU1578",0,"Juniperus","perturbated"
"685","E9-JM5r-2-2621907","OTU1578",0,"Juniperus","mixed"
"686","E10-QM2r-2-2621915","OTU1578",0,"Quercus","mixed"
"687","F8-J3r-2-2621850","OTU1578",1,"Juniperus","perturbated"
"688","F10-QM1r-2-2621916","OTU1578",0,"Quercus","mixed"
"689","G8-J2r-2-2621901","OTU1578",0,"Juniperus","perturbated"
"690","G10-Q6r-2-2621917","OTU1578",0,"Quercus","native"
"691","H8-J1r-2-2621902","OTU1578",1,"Juniperus","perturbated"
"692","H10-Q5r-2-2621918","OTU1578",0,"Quercus","native"
"693","A3-J6r-2-2621805","OTU1578",0,"Juniperus","perturbated"
"694","B3-JM3r-2-2621806","OTU1578",0,"Juniperus","mixed"
"695","C3-JM4r-2-2621807","OTU1578",0,"Juniperus","mixed"
"696","D3-JM6r-2-2621808","OTU1578",0,"Juniperus","mixed"
"697","A8-JM2r-2-2621845","OTU1581",0,"Juniperus","mixed"
"698","A9-Q4r-2-2621903","OTU1581",0,"Quercus","native"
"699","A10-QM6r-2-2621911","OTU1581",0,"Quercus","mixed"
"700","B8-JM1r-2-2621846","OTU1581",0,"Juniperus","mixed"
"701","B9-Q3r-2-2621904","OTU1581",0,"Quercus","native"
"702","B10-QM5r-2-2621912","OTU1581",0,"Quercus","mixed"
"703","C9-Q2r-2-2621905","OTU1581",0,"Quercus","native"
"704","C10-QM4r-2-2621913","OTU1581",0,"Quercus","mixed"
"705","D8-J5r-2-2621848","OTU1581",1,"Juniperus","perturbated"
"706","D9-Q1r-2-2621906","OTU1581",0,"Quercus","native"
"707","D10-QM3r-2-2621914","OTU1581",0,"Quercus","mixed"
"708","E8-J4r-2-2621849","OTU1581",1,"Juniperus","perturbated"
"709","E9-JM5r-2-2621907","OTU1581",0,"Juniperus","mixed"
"710","E10-QM2r-2-2621915","OTU1581",0,"Quercus","mixed"
"711","F8-J3r-2-2621850","OTU1581",0,"Juniperus","perturbated"
"712","F10-QM1r-2-2621916","OTU1581",0,"Quercus","mixed"
"713","G8-J2r-2-2621901","OTU1581",1,"Juniperus","perturbated"
"714","G10-Q6r-2-2621917","OTU1581",0,"Quercus","native"
"715","H8-J1r-2-2621902","OTU1581",0,"Juniperus","perturbated"
"716","H10-Q5r-2-2621918","OTU1581",0,"Quercus","native"
"717","A3-J6r-2-2621805","OTU1581",0,"Juniperus","perturbated"
"718","B3-JM3r-2-2621806","OTU1581",0,"Juniperus","mixed"
"719","C3-JM4r-2-2621807","OTU1581",0,"Juniperus","mixed"
"720","D3-JM6r-2-2621808","OTU1581",0,"Juniperus","mixed"
"721","A8-JM2r-2-2621845","OTU1601",0,"Juniperus","mixed"
"722","A9-Q4r-2-2621903","OTU1601",0,"Quercus","native"
"723","A10-QM6r-2-2621911","OTU1601",0,"Quercus","mixed"
"724","B8-JM1r-2-2621846","OTU1601",0,"Juniperus","mixed"
"725","B9-Q3r-2-2621904","OTU1601",0,"Quercus","native"
"726","B10-QM5r-2-2621912","OTU1601",0,"Quercus","mixed"
"727","C9-Q2r-2-2621905","OTU1601",0,"Quercus","native"
"728","C10-QM4r-2-2621913","OTU1601",0,"Quercus","mixed"
"729","D8-J5r-2-2621848","OTU1601",0,"Juniperus","perturbated"
"730","D9-Q1r-2-2621906","OTU1601",0,"Quercus","native"
"731","D10-QM3r-2-2621914","OTU1601",0,"Quercus","mixed"
"732","E8-J4r-2-2621849","OTU1601",0,"Juniperus","perturbated"
"733","E9-JM5r-2-2621907","OTU1601",0,"Juniperus","mixed"
"734","E10-QM2r-2-2621915","OTU1601",0,"Quercus","mixed"
"735","F8-J3r-2-2621850","OTU1601",0,"Juniperus","perturbated"
"736","F10-QM1r-2-2621916","OTU1601",0,"Quercus","mixed"
"737","G8-J2r-2-2621901","OTU1601",1,"Juniperus","perturbated"
"738","G10-Q6r-2-2621917","OTU1601",0,"Quercus","native"
"739","H8-J1r-2-2621902","OTU1601",0,"Juniperus","perturbated"
"740","H10-Q5r-2-2621918","OTU1601",0,"Quercus","native"
"741","A3-J6r-2-2621805","OTU1601",0,"Juniperus","perturbated"
"742","B3-JM3r-2-2621806","OTU1601",1,"Juniperus","mixed"
"743","C3-JM4r-2-2621807","OTU1601",0,"Juniperus","mixed"
"744","D3-JM6r-2-2621808","OTU1601",0,"Juniperus","mixed"
"745","A8-JM2r-2-2621845","OTU1616",0,"Juniperus","mixed"
"746","A9-Q4r-2-2621903","OTU1616",0,"Quercus","native"
"747","A10-QM6r-2-2621911","OTU1616",0,"Quercus","mixed"
"748","B8-JM1r-2-2621846","OTU1616",0,"Juniperus","mixed"
"749","B9-Q3r-2-2621904","OTU1616",0,"Quercus","native"
"750","B10-QM5r-2-2621912","OTU1616",0,"Quercus","mixed"
"751","C9-Q2r-2-2621905","OTU1616",0,"Quercus","native"
"752","C10-QM4r-2-2621913","OTU1616",0,"Quercus","mixed"
"753","D8-J5r-2-2621848","OTU1616",0,"Juniperus","perturbated"
"754","D9-Q1r-2-2621906","OTU1616",0,"Quercus","native"
"755","D10-QM3r-2-2621914","OTU1616",0,"Quercus","mixed"
"756","E8-J4r-2-2621849","OTU1616",0,"Juniperus","perturbated"
"757","E9-JM5r-2-2621907","OTU1616",0,"Juniperus","mixed"
"758","E10-QM2r-2-2621915","OTU1616",0,"Quercus","mixed"
"759","F8-J3r-2-2621850","OTU1616",1,"Juniperus","perturbated"
"760","F10-QM1r-2-2621916","OTU1616",0,"Quercus","mixed"
"761","G8-J2r-2-2621901","OTU1616",0,"Juniperus","perturbated"
"762","G10-Q6r-2-2621917","OTU1616",0,"Quercus","native"
"763","H8-J1r-2-2621902","OTU1616",0,"Juniperus","perturbated"
"764","H10-Q5r-2-2621918","OTU1616",0,"Quercus","native"
"765","A3-J6r-2-2621805","OTU1616",0,"Juniperus","perturbated"
"766","B3-JM3r-2-2621806","OTU1616",0,"Juniperus","mixed"
"767","C3-JM4r-2-2621807","OTU1616",0,"Juniperus","mixed"
"768","D3-JM6r-2-2621808","OTU1616",0,"Juniperus","mixed"
"769","A8-JM2r-2-2621845","OTU1647",0,"Juniperus","mixed"
"770","A9-Q4r-2-2621903","OTU1647",0,"Quercus","native"
"771","A10-QM6r-2-2621911","OTU1647",0,"Quercus","mixed"
"772","B8-JM1r-2-2621846","OTU1647",0,"Juniperus","mixed"
"773","B9-Q3r-2-2621904","OTU1647",0,"Quercus","native"
"774","B10-QM5r-2-2621912","OTU1647",0,"Quercus","mixed"
"775","C9-Q2r-2-2621905","OTU1647",0,"Quercus","native"
"776","C10-QM4r-2-2621913","OTU1647",0,"Quercus","mixed"
"777","D8-J5r-2-2621848","OTU1647",0,"Juniperus","perturbated"
"778","D9-Q1r-2-2621906","OTU1647",0,"Quercus","native"
"779","D10-QM3r-2-2621914","OTU1647",0,"Quercus","mixed"
"780","E8-J4r-2-2621849","OTU1647",0,"Juniperus","perturbated"
"781","E9-JM5r-2-2621907","OTU1647",0,"Juniperus","mixed"
